4, 1.0, 0.038693591952323914
9, 1.0, 0.045837197452783585
14, 1.0, 0.03627357259392738
19, 1.0, 0.026796989142894745
24, 1.0, 0.03603525087237358
29, 1.0, 0.04498753696680069
34, 1.0, 0.015986133366823196
39, 1.0, 0.04540342092514038
44, 1.0, 0.02460494264960289
49, 1.0, 0.012142506428062916
54, 1.0, 0.011834490112960339
59, 1.0, 0.010151944123208523
64, 1.0, 0.013172444887459278
69, 1.0, 0.01042764913290739
74, 1.0, 0.0098759476095438
79, 1.0, 0.007767968345433474
84, 1.0, 0.007605970837175846
89, 1.0, 0.010454602539539337
94, 1.0, 0.007320699281990528
99, 1.0, 0.007652534171938896
