4, 0.7902813299232737, 0.047396642821175713
9, 0.80306905370844, 0.030567789982472147
14, 0.8132992327365729, 0.0199292122519442
19, 0.8056265984654731, 0.015543729632294603
24, 0.80306905370844, 0.031393136895660846
29, 0.80306905370844, 0.013497808549020971
34, 0.8056265984654731, 0.02169883982943637
39, 0.8056265984654731, 0.016352069165025438
44, 0.7979539641943734, 0.016055004072508643
49, 0.7979539641943734, 0.010722774313762784
54, 0.8005115089514067, 0.014554174616932869
59, 0.80306905370844, 0.01126240286976099
64, 0.80306905370844, 0.008601809585733073
69, 0.8005115089514067, 0.008733666435416256
74, 0.7953964194373402, 0.015369213518819638
79, 0.8056265984654731, 0.012600966396608524
84, 0.80306905370844, 0.014958789039935385
89, 0.8081841432225064, 0.0155270917208067
94, 0.8107416879795396, 0.020064216506268297
99, 0.8005115089514067, 0.019790299902004854
