4, 0.7902813299232737, 0.046837465305413516
9, 0.80306905370844, 0.03060457855463028
14, 0.8132992327365729, 0.020661300713462488
19, 0.8056265984654731, 0.015703710527824506
24, 0.80306905370844, 0.03063228034547397
29, 0.8056265984654731, 0.013095391249018056
34, 0.80306905370844, 0.022183033770748546
39, 0.8081841432225064, 0.01654353491695864
44, 0.8005115089514067, 0.015997433502759253
49, 0.7953964194373402, 0.011751590828810419
54, 0.7979539641943734, 0.01489550992846489
59, 0.8005115089514067, 0.011379461668963944
64, 0.8056265984654731, 0.008296083592410599
69, 0.8056265984654731, 0.008583961453820978
74, 0.7979539641943734, 0.014834860672375985
79, 0.8056265984654731, 0.012564970180392265
84, 0.8005115089514067, 0.015428158454596996
89, 0.8005115089514067, 0.015347183282886232
94, 0.80306905370844, 0.01999271847307682
99, 0.7979539641943734, 0.019690388813614845
